,page.status_code,ID,Name,Price,Release_Date,Standing screen display size,Screen Resolution,Max Screen Resolution,Processor,RAM,Memory Speed,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Wireless Type,Number of USB 3.0 Ports,Average Battery Life (in hours),Brand,Series,Item model number,Hardware Platform,Operating System,Item Weight,Product Dimensions,Item Dimensions LxWxH,Color,Processor Brand,Number of Processors,Computer Memory Type,Flash Memory Size,Hard Drive Interface,Optical Drive Type,Power Source,Batteries,200,B0B1L638D3,"HP Pavilion Laptop (2022 Model), 17.3"" FHD IPS Display, Intel Core i3-1115G4 Processor, 16GB RAM, 256GB PCIe SSD, 1TB HDD, Anti-Glare Screen, Long Battery Life, Webcam, HDMI, Bluetooth, Wi-Fi, Win 11",$589.00,"May 17, 2022",17.3 Inches,Unnamed: 6,1920 x 1080 Pixels,4.1 GHz core_i3,16 GB DDR4,2666 MHz,256 GB SSD,Intel UHD Graphics,Intel,Integrated,"Bluetooth, 802.11a/b/g/n/ac",Unnamed: 16,Unnamed: 17,HP,Pavilion,Pavilion.1,PC,Windows 11,6.89 pounds,Unnamed: 24,Unnamed: 25,Natural Silver,Intel.1,2,DDR4 SDRAM,256 GB,PCIE x 4,Unnamed: 32,Unnamed: 33,Unnamed: 34
36,200.0,B089VTV8PS,"Asus ZenBook 14 Ultra-Slim Laptop 14  Full HD NanoEdge Bezel, Intel Core i7-10510U, 16GB RAM, 512GB SSD, GeForce MX250, Windows 10 Pro, UX434FLC-XH77, Royal Blue (Renewed)","From $1,299.00","June 9, 2020",14 Inches,,1920 x 1080 Pixels,4.9 GHz apple_ci7,16 GB LPDDR3,2133 MHz,512 GB SSD,NVIDIA GeForce MX250,NVIDIA,Dedicated,"Bluetooth, 802.11ax",,,ASUS,ZenBook 14 UX434FLC,,PC,Windows 10 Pro,2.78 pounds,12.6 x 7.8 x 0.7 inches,,,Intel,4.0,DDR3 SDRAM,512,Solid State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,200.0,B01CVKKZ60,"Lenovo N22 80SF0001US 11.6"" Chromebook Intel Celeron N3050 1.60 GHz, 4GB RAM, 16GB SSD Drive, Chrome OS",$47.78,"March 12, 2016",11.6 Inches,,1366x768,1.6 GHz celeron_n3050,4 GB,2.16 GHz,16 GB Emmc,Intel HD Graphics,Intel,Integrated,Bluetooth,,10 Hours,Lenovo,FBA_80SF0001US,FBA_80SF0001US,Chrome,Chrome OS,2.69 pounds,2.8 x 16.6 x 10.7 inches,,Black,Intel,2.0,DDR3 SDRAM,16 GB,Solid State,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,200.0,B07992F7FT,"Apple MacBook 12in Laptop w/ Retina Display 1.2GHz Core M, (MJY42LL/A), 8GB Memory, 512GB Solid State Drive, Space Gray (Space Gray)(Renewed)",$498.99,"January 24, 2018",12 Inches,,2304x1440,1.2 GHz core_m,8 GB DDR3,1600 MHz,512 GB SSD,Intel HD Graphics 5300,Apple,Integrated,802.11abg,,9 Hours,Apple,MacBook,DDMF865_8M512D_R,Mac,Mac OS,2.03 pounds,18 x 11 x 4 inches,,Grey,Intel,2.0,DDR3 SDRAM,512 GB,Solid State,,Battery Powered,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,200.0,B0BH7VVW2V,"Dell [Windows 11 Pro] Inspiron 15 3000 3511 15.6"" FHD Business Laptop, Intel Quard-Core i5 1135G7 (Beats i7-1065G7), 8GB DDR4 RAM, 256GB PCIe SSD, 802.11AC WiFi, Bluetooth, Webcam, Carbon Black",$649.00,"October 4, 2022",15.6 Inches,1920 x 1080 pixels,1920x1080,1 GHz core_i5,8 GB DDR4,2666 MHz,256 GB SSD,Intel UHD Graphics,Intel,Integrated,"Bluetooth, 802.11ac",,,Dell,Inspiron,15 3511,PC,Windows 11 Pro,4.07 pounds,14.11 x 9.27 x 0.74 inches,,,Intel,4.0,DDR4 SDRAM,,PCIE x 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,200.0,B0BLW917HK,"Lenovo 2022 IdeaPad 1 15.6"" FHD Laptop, Intel Pentium Silver N6000 Processor, 12GB RAM, 512GB PCIe SSD, 720P HD Webcam, Dolby Audio, 1 Year Office, Blue, Win 11 S, 32GB Snowbell USB Card",$389.00,"November 7, 2022",15.6 Inches,,1920 x 1080 Pixels,1.1 GHz pentium,16 GB LPDDR4,,512 GB SSD,Intel HD Graphics,Intel,Integrated,Bluetooth,,,Lenovo,,Lenovo IdeaPad,PC,Windows 11 S,3.25 pounds,14.17 x 9.29 x 0.7 inches,,Blue,Intel,4.0,DDR4 SDRAM,512 GB,Solid State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,200.0,B09YNG3KWK,"ASUS Chromebook C425 Clamshell Laptop, 14"" FHD 4-Way NanoEdge Touch Screen, Intel Core m3-8100Y Processor, 4GB RAM, 128GB eMMC Storage, Backlit KB, Silver, Chrome OS, C425TA-AS348FT",$230.00,"April 23, 2022",14 Inches,,1920x1080 Pixels,3.4 GHz core_m3_8100y,4 GB DDR3,,128 GB,,Intel,Integrated,,1.0,,ASUS,ASUS Chromebook C425,C425TA-AS348FT,,Chrome OS,2.8 pounds,12.67 x 8.19 x 0.67 inches,,Silver,Intel,2.0,DDR3 SDRAM,128 GB,USB,No Drive,Battery Powered,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,200.0,B08Y62KJNW,"HP 17 Laptop PC, 11th Gen Intel Core i5-1135G7, 8 GB RAM, 512 GB SSD Storage, 17.3-inch Full HD IPS Display, Windows 10 Home, Anti-Glare Screen, Long Battery Life, Web-cam & Mics (17-cn0020nr, 2021)",$563.39,"April 4, 2021",17.3 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,4.2 GHz core_i5,8 GB 8 GB DDR4,,512 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,"Bluetooth, 802.11ax",,8.5 Hours,HP,17-cn-0020nr,316R3UA#ABA,PC,Windows 10 Home,5.25 pounds,15.78 x 10.15 x 0.78 inches,,Natural Silver,Intel,4.0,DDR4 SDRAM,,eSATA,No Optical Drive,Battery Powered,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,200.0,B0BJTTX6BV,"ASUS 2022 C403 Chromebook 14"" HD Laptop, Intel Celeron N3350 Processor, 4GB RAM, 32GB eMMC Flash Memory, Intel HD Graphics 500, HD Webcam, Stereo Speakers, Chrome OS, Dark Blue, 32GB USB Card",$169.00,"October 20, 2022",14 Inches,,1366 x 768 Pixels,1.1 GHz celeron_n,4 GB LPDDR4,,32 GB SSD,Intel HD Graphics 500,Intel,Integrated,,,,ASUS,,ASUS,PC,Chrome OS,2.7 pounds,12.72 x 9.02 x 0.63 inches,,Dark Blue,Intel,2.0,DDR4 SDRAM,,Solid State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,200.0,B0BKN8FSDJ,"Dell XPS 9720 17.0"" WUXGA Laptop 12th Gen (Intel i9-12900HK 14-Core, 64GB DDR5, 2x8TB PCIe SSD (16TB), RTX 3060 6GB GDDR6, 3 Thunderbolt 4, Backlit KYB, FP, Killer WiFi 6E, BT 5.3, Win 11 Pro)","$8,599.00","December 16, 2022",17 Inches,1920 x 1200 pixels,1920 x 1200 Pixels,core_i9,64 GB SO-DIMM,,16 TB,NVIDIA GeForce RTX 3060,NVIDIA,Dedicated,,,,Dell,XPS 17,,PC,Windows 11 Pro,5.15 pounds,9.75 x 14.75 x 0.75 inches,,,Intel,14.0,SDRAM,,,No Optical Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,200.0,B08R6B218S,ASUS E410 Intel Celeron N4020 4GB 64GB 14-Inch HD LED Win 10 Laptop (Rose Gold),$228.79,"December 22, 2020",14 Inches,,1366 x 768 Pixels,2.8 GHz celeron_n4020,4 GB DDR4,2.8 GHz,Emmc,Intel HD Graphics 400,Intel,Integrated,802.11ac,,,ASUS,E410,E410MA-202,,,4.84 pounds,11.2 x 16.8 x 2.7 inches,,Pink,,2.0,SDRAM,128 GB,USB,,Battery Powered,1 Lithium Metal batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,200.0,B0BHYY5XCZ,"[Windows 11 Pro] HP 14"" FHD Business Laptop Computer, 6-core AMD Ryzen 5 5500U (Beats i7-1160G7), 16GB RAM 256GB PCIe SSD, Thin & Portable, Long Battery Life, Fast Charge, Wi-Fi 6, BT 5.2, HDMI, w/Hub",$559.00,"October 12, 2022",14 Inches,,1920 x 1080 Pixels,4 GHz ryzen_5,16 GB DDR4,,256 GB SSD,AMD Radeon,AMD,Integrated,Bluetooth,,,HP,,HP Laptop,PC,Windows 11 Pro,3.3 pounds,12.76 x 8.86 x 0.71 inches,,Silver,ARM,6.0,DDR4 SDRAM,256 GB,Solid State,,,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,200.0,B09TCTGR18,"2022 ASUS L410 Thin Light Student Laptop Computer, 14"" FHD Display, Intel Celeron Processor, 4GB RAM, 256 GB Storage, 12Hours Battery, Backlit Keyboard, Windows 10 + 1 Year Microsoft 365, Star Black",$279.99,"February 24, 2022",14 Inches,,1920 x 1080 Pixels,2.8 GHz celeron_n4020,4 GB DDR4,2666 MHz,256 GB SSD,Intel UHD Graphics,Intel,Integrated,"Infrared, 802.11ac",,12 Hours,ASUS,L410,L410,PC,Windows 10,2.87 pounds,,,star black,Intel,4.0,DDR4 SDRAM,256 GB,Solid State,,Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,200.0,B0B3YBVJ2Q,"HP Laptop 17-cn1003ca (Non-Touch), Intel Core i5-1155G7, Windows 11 Home, 8GB RAM, 512GB SSD, Natural Silver (Renewed)",Unavailable,"June 13, 2022",17.3 Inches,1920 x 1080 pixels,,2.5 GHz core_i5,,,512 GB,,Intel,Integrated,,,8 Hours,HP,,17 - cn1003ca,,Windows 11 Home,6.15 pounds,21.5 x 13.2 x 2.8 inches,,,Intel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,200.0,B08RXJR1B1,"2021 HP Envy x360 2-in-1 15.6"" FHD IPS WLED Touchscreen Laptop, AMD Ryzen 5 4500U, 8GB RAM, 256GB SSD, Backlit Keyboard, WiFi 6, Windows 10, Nightfall Black w/ Accessories",From $582.99,"January 2, 2021",15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,4 GHz core_i5,8 GB DDR4,3200 MHz,256 GB SSD,AMD Radeon Graphics,AMD,Integrated,802.11b/n/ac,3.0,"11.0, 13.0 Hours",HP,15ENVY,15M-EE0013-i5,PC,Windows 10 Home,4.1 pounds,14.1 x 9.1 x 0.7 inches,,Nightfall Black,Intel,8.0,DDR4 SDRAM,1024 GB,Solid State,No Optical Drive,AC & Battery,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,200.0,B09QHKCXM7,"2022 HP Stream 14inch HD Laptop, Intel Celeron N4020 Dual-Core Processor, 4GB DDR4 Memory, 128GB Storage(64GB eMMC+64GB Card),WiFi,Webcam,Bluetooth,1-Year Microsoft 365,Win10 S,Snow White|TGCD Bundle",$275.95,"January 15, 2022",14 Inches,,1366 x 768 Pixels,1.1 GHz celeron_n4020,4 GB DDR4,2.8 GHz,64 GB SSD,Integrated,Intel,Integrated,"Bluetooth, 802.11a",,"14.0, 11.0 Hours",HP,HP Stream,Steam 14,PC,Windows 10 sekunda,4.44 pounds,,,Snow White,Intel,2.0,DDR4 SDRAM,128 GB,Solid State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,200.0,B0B9XYR4P9,"2022 Lenovo Flex 3 Chromebook 11.6"" HD (1366 x 768) Touchscreen 2-in-1 Laptop, Mediatek MT8183 up to 2 GHz, 8 Cores, 4GB RAM, 64GB eMMC, 802.11AC WiFi, Bluetooth, Abyss Blue, Chrome OS, EAT Cloth",$160.00,"August 17, 2022",11.6 Inches,,1366 x 768 Pixels,2 GHz mediatek_mt8183,4 GB DDR4,,64 GB SSD,Integrated AMD Radeon Graphics,MediaTek,Integrated,,,10 Hours,Lenovo,,Mediatek,PC,Chrome OS,4.07 pounds,,,4GB RAM | 64GB eMMC,MediaTek,8.0,DDR4 SDRAM,,Solid State,,AC & Battery,1 12V batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,200.0,B0BL953CG2,"Lenovo IdeaPad 5 Laptop, 15"" FHD IPS Touchscreen, 8-core AMD Ryzen 7 5825U (>i7-1180G7), 16GB RAM, 1TB PCIe SSD, Wi-Fi 6, FHD Webcam, Fingerprint Reader, USB-C, Windows 11 Home, W/Mouse Pad",$789.99,"November 2, 2022",15 Inches,,1920 x 1080 Pixels,4.5 GHz amd_ryzen_7,16 GB DDR4,3200 MHz,SSD,Integrated AMD Radeon Graphics,AMD,Integrated,802.11ax,3.0,10 Hours,Lenovo,IdeaPad 5,,,Windows 11,4 pounds,14 x 9.18 x 0.67 inches,,16GB RAM | 1TB PCIe SSD,AMD,8.0,,1 TB,PCIE x 4,,,200 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,200.0,B09237FD1R,"2021 Dell Inspiron 15 3505 15.6"" FHD Laptop Computer, AMD Ryzen 5-3450U Processor, 8GB RAM, 512GB PCIe SSD, AMD Radeon Vega 8 Graphics, Webcam, HDMI, Bluetooth, Windows 10, White",From $459.99,"April 8, 2021",15.6 Inches,,1920 x 1080 Pixels,3.5 GHz ryzen_5,8 GB DDR4,,1 TB SSD,AMD Radeon RX Vega 8,AMD,Integrated,Bluetooth,,,Dell,Dell,Dell Inspiron,PC,Windows 10 Home,4.04 pounds,14.33 x 9.8 x 0.78 inches,,White,AMD,4.0,DDR4 SDRAM,512 GB,Solid State,,,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,200.0,B07L52KX7B,"HP 14-inch Chromebook HD Touchscreen Laptop PC (Intel Celeron N3350 up to 2.4GHz, 4GB RAM, 32GB Flash Memory, WiFi, HD Camera, Bluetooth, Up to 10 hrs Battery Life, Chrome OS , Black)",$129.99,"December 5, 2018",14 Inches,1366x768,,1.1 GHz celeron_n3350,4 GB LPDDR3,,32 GB SSD,Intel HD Graphics 500,Intel,Integrated,802.11a,,10 Hours,HP,HP 14 inch chromebook,HP 14 inch chromebook,PC,Chrome OS,11.5 ounces,13.3 x 8.9 x 0.7 inches,,Grey,Intel,2.0,DDR4 SDRAM,32 GB,Serial ATA,,AC & Battery,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,200.0,B07QZNWH3W,"HP Envy Laptop, 13.3"" Full HD Screen, Intel Core i5-8265U Quad-Core Processor, 8GB RAM, 256GB SSD, Wi-Fi, Bluetooth, Webcam, Backlit Keyboard, Fingerprint Reader, Windows 10, Silver (Non-Touchscreen)",$579.00,"November 15, 2019",13.3 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1.6 GHz core_i5,8 GB DDR4,3.9 GHz,256 GB SSD,Intel UHD Graphics,Intel,Integrated,802.11bgn,,,HP,6EH36UA#ABA,ENVY,PC,Windows 10,4.88 pounds,12.08 x 8.32 x 0.57 inches,,Silver,Intel,4.0,DDR4 SDRAM,256 GB,PCIE x 4,,,1 Lithium Polymer batteries required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,200.0,B07P8C1PWY,"Dell Latitude 7290 12.5"" HD Premium Business Laptop, Intel Core i5-7300U, 256GB SSD/16GB DDR4, Windows 10 Pro (Renewed)",$308.14,"March 1, 2019",12.5 Inches,,3840 x 2160 Pixels,3.5 GHz,16 GB,2400 MHz,256 GB SSD,,Intel,Integrated,Bluetooth,,,Dell,Dell Latitude,Dell Latitude 12 7000 Business Laptop,,Windows 10 Pro,2.6 pounds,12 x 8.2 x 0.7 inches,,,Intel,2.0,DDR4 SDRAM,256 GB,USB,,,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,200.0,B09X2HWB4N,"Lenovo Chromebook 3 11.6"" HD (1366 x 768) Chromebook Business Laptop, AMD A6-9220C up to 1.8 GHz, 4GB DDR4, 32GB eMMC, Webcam, Bluetooth, Chrome OS, EAT 64GB SD Card, Onyx Black",$147.00,"April 2, 2022",11.6 Inches,1366x768,1366 x 768 Pixels,1.8 GHz amd_r_series,4 GB DDR4,2.7 GHz,32 GB SSD,AMD Radeon R5,AMD,Integrated,802.11ac,,,Lenovo,Chromebook 3,82H,PC,Chrome OS,2.42 pounds,11.02 x 7.87 x 0.67 inches,,Onyx Black,AMD,2.0,DDR4 SDRAM,32 GB,Solid State,,AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,200.0,B09SK6YS6J,"[Windows 11 Home] 2022 Newest Dell Inspiron 3510 Laptop, 15.6"" HD Display, Intel Celeron N4020 Processor, 16GB DDR4 RAM, 256GB PCIe SSD, Webcam, WiFi, HDMI, Bluetooth, Black (Renewed)",$269.00,"February 15, 2022",15.6 Inches,,1366 x 768 Pixels,1.1 GHz celeron_n,16 GB DDR4,2.8 GHz,256 GB SSD,Intel UHD Graphics,Intel,Intel UHD Graphics,Bluetooth,,,Dell,Dell Inspiron,,PC,Windows 11,3.96 pounds,14.33 x 9.8 x 0.78 inches,,Black,Intel,2.0,DDR4 SDRAM,256 GB,PCIE x 4,,AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,200.0,B089J74GW2,"Dell Latitude 5000 Series, 5400 14-inch, Core i5-8265U (1.60Ghz-3.90Ghz), 8GB RAM, 256GB SSD Full HD (1920X1080) WiFi AC Backlit Keyboard HD Webcam Windows 10 Pro (Renewed)",$218.00,"June 1, 2020",14 Inches,,1920X1080 Pixels,1.9 GHz core_i5_family,16 GB DDR2,1.8 GHz,256 GB SSD,Intel HD,Intel,Integrated,Bluetooth,,,Dell,Latitude 5400,Latitude 5400,PC,Windows 10 Pro,4 pounds,9 x 13.1 x 0.9 inches,,Black,Intel,4.0,DDR4 SDRAM,256 GB,Solid State,,Corded Electric,1 Lithium Ion batteries required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,200.0,B09WP6G6HT,"2022 Newest Lenovo Flex 3 11.6"" HD Touchscreen 2-in-1 Chromebook Laptop, MediaTek 8-Core MT8183(Up 2.0GHz), 4GB RAM, 160GB SPACE(32GB eMMC+128GB Card), WiFi, Bluetooth, Webcam,TYPE-C, Chrome OS+JVQ MP",$249.00,"March 28, 2022",11.6 Inches,1366x768,1366 x 768 Pixels,2 GHz mediatek_mt8183,4 GB LPDDR4X,2666 MHz,160 GB Hybrid,Integrated ARM G72 MP3 Graphics,MediaTek,Integrated,802.11ac,2.0,10 Hours,Lenovo,Lenovo Flex 3 11,Lenovo Flex 11,PC,Chrome OS,2.64 pounds,11.5 x 8.48 x 0.77 inches,,Arctic Grey,MediaTek,8.0,GDDR4,32 GB,ATA,,AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,200.0,B09RPH47QB,"Lenovo Flex 5 2-in-1 Laptop, 15.6"" 4K UHD IPS 500nits Touch Display, Intel i7-1165G7, NVIDIA GeForce MX450, 16GB RAM, 1TB PCle SSD, Type-C, Fingerprint, Wi-Fi 6, Win 11 Pro (11th gen | MX450)","$1,158.78","January 18, 2022",15.6 Inches,3840 x 2160 pixels,3840x2160 Pixels,4.7 GHz intel_core_i7_1165g7,16 GB DDR4,,1 TB SSD,NVIDIA GeForce MX450,NVIDIA,Dedicated,802.11ax,,,Lenovo,Lenovo Flex 5,Lenovo Flex 5,PC,Windows 11 Pro,3.79 pounds,14.07 x 9.36 x 0.82 inches,,Graphite Grey,Intel,4.0,DDR4 SDRAM,512 GB,Solid State,,,3 Lithium Ion batteries required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,200.0,B09ZJ6K5GF,"HP 2022 Newest 15.6"" HD Touchscreen Laptop, 11th Gen Intel Core i5-1135G7 Up to 4.2 Ghz, Intel Iris Xe Graphics, HDMI,Webcam, Win11 +CUE Accessories (16GB RAM | 512GB SSD)",$529.00,"May 4, 2022",15 Inches,,1366 x 768 Pixels,2.4 GHz intel_core_i5_1135g7,16 GB DDR4,,SSD,Intel Iris Xe Graphics,Intel,Integrated,Bluetooth,,,HP,15,15,PC,Windows 11 Home,3.86 pounds,14.11 x 9.53 x 0.78 inches,,Silver,Intel,4.0,,,USB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,200.0,B0B5YLB688,"HP Pavilion 17.3-inch IPS FHD Laptop (2022 Model), Intel Core i5-1135G7 (Beats i7-1065G7), Intel Iris Xe Graphics, Backlit Keyboard, Long Battery Life, Wi-Fi 5, Windows 11 (32GB RAM | 1TB PCIe SSD)",$829.00,"July 6, 2022",,,,,,,,,,,,,,,,,,,6.34 pounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,200.0,B0BHV34N9F,"2022 HP Omen 17.3"" 165 Hz IPS QHD Gaming Laptop Intel i7-12800HX 16-Core 64GB DDR5 2TB NVMe SSD NVIDIA GeForce RTX 3070 Ti 8GB RGB Backlit KB Thunderbolt 4 WiFi 6E Windows 11 Pro w/ RATZK 32GB USB","$2,819.00","October 10, 2022",17.3 Inches,2560x1440,2560x1440 Pixels,3 GHz core_i7_family,64 GB DDR5,4800 MHz,2 TB SSD,Nvidia GeForce RTX 3070 Ti 8GB,NVIDIA,Dedicated,802.11ax,4.0,6 Hours,HP,17T-CK100,17T-CK100,PC,Windows 11 Pro,6 pounds,15.64 x 10.32 x 1.06 inches,,Shadow Black,Intel,16.0,DDR5 SDRAM,,PCIE x 4,No Optical Drive,AC & Battery,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,200.0,B0BN282M8V,"HP Latest Pavilion 15 Laptop | 15.6"" IPS FHD Touchscreen | Intel 10-Core i7-1255U | NVIDIA GeForce MX550 | 32GB DDR4 2TB SSD | WiFi 6 | BT | USB-C | HDMI | Webcam | Backlit KB | Windows 10 Home","From $1,199.99","November 18, 2022",15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,3.5 GHz core_i7_family,32 GB DDR4,3200 MHz,2 TB SSD,NVIDIA GeForce MX550 2GB GDDR6,NVIDIA,Integrated,802.11ax,3.0,6 Hours,HP,15-EG2073,15-EG2373,PC,Windows 10 Home,8 pounds,14.18 x 9.21 x 0.7 inches,,Blue,Intel,10.0,DDR4 SDRAM,,Solid State,,AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,200.0,B08TBFR4ZB,"Dell Inspiron 15 3505 Full HD Laptop (FHD), 15.6 inch - AMD Ryzen 5 3450U, 12GB DDR4 RAM, 512GB SSD, AMD Radeon Vega 8 Graphics, Windows Laptop (10) - Black",$429.00,"February 28, 2021",15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.1 GHz ryzen_5,12 GB DDR4,2400 MHz,512 GB SSD,AMD Radeon Vega 8,AMD,Integrated,802.11ac,2.0,,Dell,Inspiron 15 3505,i3505-A665BLK-PUS,PC,Windows 10 Home,4.04 pounds,9.8 x 14.33 x 0.78 inches,,Black,AMD,4.0,DDR4 SDRAM,512,Solid State,No Optical Drive,,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,200.0,B0B4KRF8S3,"HP 2022 17.3"" FHD Non-Touchscreen Laptop, Intel Core i3-1125G4 Processor, 8GB Memory, 512GB SSD, HDMI, WiFi, Webcam, Bluetooth, Windows 10, Silver, 2-Week IFT Support",$499.99,"June 20, 2022",17 Inches,,1920x1080 Pixels,3 GHz core_i3,8 GB DDR4,,512 GB SSD,Intel UHD Graphics,Intel,Integrated,802.11a/b/g/n/ac,3.0,8 Hours,HP,Hp 17cn,,,Windows 10 Home,5 pounds,16 x 10 x 1 inches,,Silver,Intel,4.0,DDR4 SDRAM,512 GB,Solid State,BD-R,,1 Lithium Ion batteries required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,200.0,B0BFX7XN4H,"Newest Dell Inspiron i7420 2-in-1 Laptop | 14"" FHD+ Touchscreen | Intel i5-1235U 10 Cores | 16GB DDR4 512GB NVMe SSD | Iris Xe Graphics | WiFi 6E | USB-C | Backlit KB | FPR | Win11 Home",,"September 20, 2022",14 Inches,1920 x 1200 pixels,1920 x 1200 Pixels,3.3 GHz core_i5_family,16 GB DDR4,3200 MHz,512 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,802.11ax,3.0,8 Hours,Dell,Inspiron 7000,i7420,PC,Windows 11,7 pounds,12.36 x 8.96 x 0.7 inches,,Silver,Intel,10.0,DDR4 SDRAM,,PCIE x 4,No Optical Drive,AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,200.0,B09VJ5Y32X,"2022 HP Pavilion 17 Laptop, 17.3"" FHD IPS Display, 11th Gen Intel i5-1135G7(Up to 4.2GHz, Beat i7-10710U), 12GB RAM, 256GB PCIe SSD, Backlit Keyboard, HDMI, WiFi, Bluetooth, Webcam, Windows 10+JVQ MP",$649.00,"March 14, 2022",17.3 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.4 GHz intel_core_i5_1135g7,12 GB DDR4,2666 MHz,256 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,802.11ac,2.0,5 Hours,HP,hp 17,HP 17,PC,Windows 10 S,5.25 pounds,16.33 x 10.72 x 0.96 inches,,Silver,Intel,4.0,DDR4 SDRAM,256 GB,Solid State,,AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,200.0,B0BD4HMG1L,"Lenovo IdeaPad 1 15.6"" FHD IPS Touchscreen Laptop, 8 Core AMD Ryzen 7 5700U(up to 4.3 GHz), 16GB RAM, 512GB SSD, Fingerprint Reader, WiFi 6, HDMI, Windows 11 S, Cloud Grey",$739.00,"October 17, 2022",15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,4.3 GHz ryzen_7,DDR4,,,AMD Radeon Vega 8,AMD,,,2.0,10 Hours,Lenovo,Lenovo IdeaPad 1,,PC,Windows 11,7 pounds,14.17 x 0.7 x 9.29 inches,,Gray,AMD,8.0,DDR4 SDRAM,512 GB,,No Optical Device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
