ID,Name,Price,Processor,Number of USB 3.0 Ports,Number of Processors,Computer Memory Type,Hard Drive Interface,Bluetooth,Wireless_Year,Numeric_Release_Date,Numeric_Display_Size,Resolution_Width,Resolution_Height,Numeric_RAM,Numeric_Memory_Speed,Numeric_Drive_Capacity,Drive_Type,Numeric_Battery_Capacity,Numeric_Battery_Life,Clean_Brand,Clean_Series,Clean_Operating_System,Lithium_Battery_Technology,Clean_Processor_Type,Numeric_Processor_Speed,Height,Depth,Width,Clean_Processor_Brand,Numeric_Flash_Size,Clean_Optical_Drive,Graphics_Coprocessor_Category,Chipset_Category,Integrated_Graphics,Color_Category,Number_of_Color_words,Numeric_Weight
B018GPCXZU,Dell Latitude 15 5000 Series E5550 15.6 Inch LED Business Laptop Intel Core i7-5600U 2.60 GHz 8GB RAM 256GB Solid State Drive Webcam WiFi+BT Windows 10 Professional,359.98,2.6 GHz core_i7,,2.0,DDR3 SDRAM,solid state,True,,1452297600.0,15.6,,,8.0,2600.0,,SSD,,,dell,latitude,windows 10,,i7,2.6,2.75,12.5,20.5,intel,,,intel,intel,True,,,4.71
B018Q00YTC,"Dell 2019 Vostro 15 3000 15.6"" FHD Business Flagship Laptop Computer, Intel Core i5-7200U Up to 3.1GHz, 8GB DDR4 RAM, 512GB SSD, 802.11AC WiFi, Bluetooth 4.2, HDMI, USB 3.0, Windows 10 Professional",652.0,2.5 GHz core_i5_family,2.0,2.0,DDR4 SDRAM,solid state,False,2014.0,1448841600.0,15.6,1920.0,1080.0,8.0,2400.0,512000000.0,SSD,,,dell,,windows 10,lithium ion,i5,2.5,0.93,10.24,14.96,intel,,,intel,intel,True,black,1.0,4.4
B0199TZJY4,"HP EliteBook Business 840 T6F47UT#ABA Laptop (Windows 7 Pro, Intel Core i5-6300U, 14"" OLED Screen, Storage: 500 GB, RAM: 8 GB) Black/Grey",399.81,1.4 GHz core_i5,4.0,2.0,,serial ata-600,False,2003.0,1501200000.0,14.0,1920.0,1080.0,8.0,2133.0,500000000.0,HDD,,,hp,elitebook,windows 7,lithium polymer,i5,1.4,3.0,11.8,18.5,intel,,,intel,intel,True,,,5.5
B01AO1T44W,"Apple MacBook Pro with Intel Core i5, (13.3-Inch, 8GB, 512GB) - Silver (Renewed)",325.09,3.3 GHz core_i5,,4.0,DDR3 SDRAM,usb,True,,1452816000.0,13.3,2560.0,1600.0,8.0,1866.0,512000000.0,SSD,,9.0,apple,pro,macos,lithium ion,i5,3.3,0.71,8.62,12.35,intel,512.0,,iris,intel,True,silver,1.0,3.5
B01B16MXLU,"Lenovo Thinkpad Yoga 2-in-1 Convertible 11.6-inch IPS Touchscreen Laptop(Tablet), Intel Quad Core Processor, 4GB DDR3L, 128GB SSD, HDMI, Bluetooth, Webcam, AC Wifi, Windows 10 Professional",299.99,1.83 GHz celeron,,4.0,DDR3 SDRAM,,False,2008.0,1440720000.0,11.6,,,4.0,1600.0,128000000.0,SSD,,,lenovo,thinkpad,windows 10,lithium ion,celeron,1.83,0.9,8.5,11.81,intel,128.0,,intel,intel,True,black,1.0,3.51
B01CJNRC3S,"Lenovo Thinkpad T460 14-Inch Laptop ( Intel Core i5-6300U Dual-Core 2.4GHz, 8GB DDR3, 256GB SSD, Windows 7 Professional)",689.99,2.4 GHz core_i5,2.0,2.0,DDR3 SDRAM,serial ata-600,,,1457049600.0,14.0,1920.0,1080.0,8.0,1600.0,256000000.0,SSD,,10.0,lenovo,,,lithium ion,i5,2.4,0.8,9.2,13.4,intel,,,intel,intel,True,black,1.0,3.8
B01CVKKZ60,"Lenovo N22 80SF0001US 11.6"" Chromebook Intel Celeron N3050 1.60 GHz, 4GB RAM, 16GB SSD Drive, Chrome OS",47.78,1.6 GHz celeron_n3050,,2.0,DDR3 SDRAM,solid state,True,,1457740800.0,11.6,1366.0,768.0,4.0,2160.0,16000000.0,SSD,,10.0,lenovo,,chrome os,lithium polymer,celeron,1.6,2.8,10.7,16.6,intel,16.0,,intel,intel,True,black,1.0,2.69
B01DF599WG,"Lenovo Thinkpad Yoga 11E (3rd Gen) 11.6"" Touchscreen Convertible Ultrabook",295.0,1.6 GHz celeron,2.0,1.0,,solid state,False,2014.0,1508544000.0,11.6,1366.0,768.0,4.0,1600.0,128000000.0,SSD,,,lenovo,thinkpad,windows 10,lithium polymer,celeron,1.6,0.9,8.27,11.8,intel,,,intel,intel,True,black,1.0,3.5
B01G9JCLW0,"Lenovo ThinkPad Edge E560 15.6-Inch Business Laptop: Intel Core i5-6200U, 8GB RAM, 500GB HDD, FingerPrint Reader, DVD+RW, 802.11AC, Windows 7 Professional 64-bit",359.97,2.3 GHz core_i5,,2.0,DDR3 SDRAM,serial ata,True,,1464307200.0,15.6,1366.0,768.0,8.0,1600.0,500000000.0,HDD,,6.0,lenovo,thinkpad,windows 7,lithium ion,i5,2.3,1.1,10.0,14.8,intel,,DVD+RW,intel,intel,True,black,1.0,5.39
B01GU28ZSU,Lenovo Thinkpad T420 Notebook PC - Intel Core i5 2410M 2.3G 8GB 320GB SATA Win 10 Professional (Renewed),199.0,2.3 GHz core_i5,,2.0,DDR3 SDRAM,,False,1999.0,1424822400.0,14.0,,,8.0,2600.0,320000000.0,HDD,,,lenovo,thinkpad,windows 10,lithium ion,i5,2.3,1.2,8.8,13.5,intel,3.0,,intel,intel,True,,,4.49
B01GVVMIPG,HP EliteBook 8460P 14-inch Notebook PC - Intel Core i5-2520M 2.5GHz 8GB 250GB Windows 10 Professional (Renewed),182.02,2.5 GHz core_i5_family,1.0,1.0,DDR3 SDRAM,serial ata,False,1999.0,1431475200.0,14.0,1366.0,768.0,8.0,2300.0,250000000.0,HDD,,,hp,elitebook,windows 10,lithium ion,i5,2.5,1.25,9.11,13.31,intel,,None,intel,intel,True,,,4.6
B01I21ZL1G,"Dell X2CGN Latitude E7470 14"" Laptop (Intel Core i5-6300U, 8GB 2133 MHz DDR4 RAM, 256GB SSD, Windows 10 Pro, Black",175.0,2.4 GHz core_i5,3.0,1.0,DDR4 SDRAM,usb,False,2014.0,1467763200.0,14.0,1366.0,768.0,8.0,2133.0,,SSD,,,dell,latitude,windows 10,lithium ion,i5,2.4,3.9,11.6,18.6,intel,,,,intel,True,black,1.0,5.65
B01J4JAAZ2,"Flagship HP 15.6"" HD High Performance Laptop - Intel i5 up to 2.8GHz, 8GB RAM, 1TB HDD, WLAN, Webcam, USB 3.0, HDMI, WIN 10",479.99,core_i5,,4.0,DDR3 SDRAM,,True,,1475020800.0,15.6,1366.0,768.0,8.0,2133.0,1000000000.0,HDD,,7.0,hp,pavilion,windows 10,lithium ion,i5,,0.95,10.02,15.12,intel,,,intel,intel,True,gold,1.0,4.4
B01J7KV9OE,"HP 15-AU030WM Pavilion Laptop i5-6200U 2.30GHz 8GB RAM 1TB HDD, Touchscreen, Modern Gold",549.0,2.3 GHz core_i5,,2.0,DDR3 SDRAM,,True,1999.0,1470182400.0,15.6,1366.0,768.0,8.0,2300.0,1000000000.0,HDD,,7.0,hp,,windows 10,lithium ion,i5,2.3,0.89,9.56,15.0,intel,,,intel,intel,True,gold,2.0,4.73
B01JAUAMQM,"HP Pavilion 15-au010wm 15.6 Inch Laptop (Intel Core i7-6500U 2.5GHz, 12 GB DDR4-2133 SDRAM, 1 TB 5400 rpm SATA Hard Drive, Windows 10), Silver",385.0,3.1 GHz core_i7_6500u,,4.0,DDR3 SDRAM,,,,1475020800.0,15.6,1366.0,768.0,8.0,2133.0,1000000000.0,,,,hp,pavilion,windows 10,lithium polymer,i7,3.1,2.89,14.0,22.0,intel,1000.0,,geforce,nvidia,False,silver,1.0,2.74
B01K4JC2ZM,"Asus VivoBook Flip Convertible 15.6” Touchscreen Laptop, Intel Core i3-6100U 2.3GHz, 4GB DDR4, 128GB SSD, Bluetooth, Windows 10 Home",588.19,2.3 GHz core_i3,3.0,2.0,,solid state,False,2008.0,1470787200.0,15.6,1366.0,768.0,4.0,1600.0,128000000.0,SSD,,,asus,,windows 10,lithium polymer,i3,2.3,2.4,11.8,20.1,intel,,,intel,intel,True,,,7.0
B01LBXVNO6,"Lenovo ThinkPad T450 14"" LED Business Ultrabook: Intel Core i5-5300U |8GB| 500GB 7200rpm | 14""(1366x768) | Windows 7 Professional Upgradable to Win 10 Pro | Bluetooth | Fingerprint Reader",141.0,2.3 GHz core_i5,,2.0,DDR3 SDRAM,serial ata,True,1999.0,1472688000.0,14.0,1366.0,768.0,8.0,2300.0,500000000.0,HDD,,10.0,lenovo,,windows 7,lithium ion,i5,2.3,0.83,9.15,13.35,intel,,,intel,intel,False,black,1.0,3.81
B01LVZTWWX,"Dell XPS9360-4841SLV 13.3"" Laptop (7th Generation Intel Core i7, 8GB RAM, 256 GB SSD, Silver)",679.0,3.5 GHz core_i7,2.0,2.0,,ata,False,2014.0,1473638400.0,13.3,3200.0,1800.0,8.0,1866.0,256000000.0,SSD,,,dell,xps,windows 10,lithium ion,i7,3.5,0.6,7.88,11.98,intel,,,intel,intel,True,silver,8.0,2.7
B01LWSKR7I,Dell Latitude E6410 Laptop Intel Core i5 520M 2.4GHz 4G DDR3 Ram 500G Hard Drive Windows 10 Pro (Renewed),279.95,2.7 GHz core_i7,,2.0,DDR3 SDRAM,serial ata,False,,1475107200.0,14.0,,,4.0,,500000000.0,HDD,,0.75,dell,,windows 10,lithium ion,i7,2.7,1.2,9.4,13.2,intel,,DVD,nvidia,intel,True,black,1.0,4.41
B01LXXC7QS,"2016 ASUS ZenBook UX310UA-WB71 13.3"" Anti-glare Full HD Laptop Intel i7-6500U, 2.5GHz, 8 GB Memory, 256 GB SSD, Backlit Keyboard, Bluetooth, HDMI, Win 10",449.99,,,,,,False,,1474416000.0,,,,,,,,,,,,,lithium ion,,,0.72,8.78,12.72,,,,,,,,,3.2
B01LYD2JON,Dell Precision M6800 17.3in Notebook PC - Intel Core i7-4800MQ 2.7GHz 8GB 500GB DVDRW Windows 10 Professional (Renewed),500.0,,,1.0,DDR3 SDRAM,,False,1999.0,1475193600.0,17.3,1600.0,900.0,8.0,2700.0,500000000.0,,,,dell,precision,windows 10,,,,1.3,10.65,16.41,intel,,,amd,intel,True,,,7.76
B01LZKY7RB,"HP ENVY 13-ab016nr Laptop (Windows 10, Intel Core i5-7200U, 13.3"" LED-Lit Screen, Storage: 256 GB, RAM: 8 GB) Black/Silver",599.99,2.5 GHz core_i5_7200u,3.0,2.0,,solid state,,2014.0,1477180800.0,13.3,1920.0,1080.0,8.0,3100.0,256000000.0,SSD,,14.0,hp,,windows 10,lithium ion,i5,2.5,0.55,8.9,12.83,intel,,,intel,intel,True,,,3.31
B01M293O5P,Dell Latitude E6430 Laptop WEBCAM - HDMI - Intel Core i5 2.6ghz - 8GB DDR3 - 128GB SSD - DVD - Windows 10 Pro 64bit - (Renewed),178.99,2.6 GHz apple_ci5,,2.0,DDR3 SDRAM,solid state,False,1999.0,1477353600.0,14.0,,,8.0,2800.0,128000000.0,SSD,,10.0,dell,latitude,windows 10,lithium ion,i5,2.6,1.3,9.5,13.9,intel,,None,intel,intel,True,gray,1.0,4.6
B01M31QNF2,Dell Latitude E6430 Laptop WEBCAM - HDMI - Intel Core i5 2.6ghz - 8GB DDR3 - 500GB - DVD - Windows 10 Pro 64bit - (Renewed),129.99,2.6 GHz apple_ci5,,2.0,DDR3 SDRAM,serial ata,False,1999.0,1477353600.0,14.0,,,8.0,2600.0,320000000.0,Hybrid,,,dell,latitude,windows 10,lithium ion,i5,2.6,1.3,9.5,13.9,intel,,None,intel,intel,True,gray,1.0,4.6
B01MRA81ZM,"Dell T6YG7 Latitude 5580 Laptop, 15.6"" FHD, Intel Core i5-7300U, 8GB DDR4, 500GB Hard Drive, Windows 10 Pro,Black",256.0,2.6 GHz,3.0,2.0,,serial ata,False,2014.0,1485388800.0,15.6,1920.0,1080.0,8.0,3500.0,500000000.0,HDD,,,dell,latitude,windows 10,lithium ion,,2.6,3.3,13.7,19.3,intel,,,,intel,True,black,1.0,7.2
B01MRS3MIS,"HP 15-F222WM 15.6"" Touch Screen Laptop (Intel Quad Core Pentium N3540 Processor, 4GB Memory, 500GB Hard Drive, Windows 10)",562.03,2.16 GHz pentium_n3540,2.0,2.0,DDR3 SDRAM,serial ata,False,2008.0,1453248000.0,15.6,1366.0,768.0,4.0,1600.0,500000000.0,HDD,,6.0,hp,,windows 10,lithium polymer,pentium,2.16,3.0,12.0,20.0,intel,,,intel,intel,True,black,1.0,5.05
B01MS9WUZZ,"HP Security Cable Lock - for Chromebook 11 G7, 11A G6, 14A G5; Chromebook x360; Elite x2; EliteBook x360; ZBook 15v G5",20.55,,,,,,False,,1533340800.0,,,,,,,,,,,,chrome os,,,,,,,,,,,,,,,0.13
B01MSVUODZ,"HP 15-ba052wm 15.6 Laptop, Touchscreen, Windows 10 Home, AMD A10-9600P Quad-Core APU Processor, 8GB RAM, 1TB Hard Drive, Teal, B",645.9,,,4.0,DDR3 SDRAM,,False,,1480896000.0,15.6,,,8.0,2133.0,1000000000.0,,,5.5,hp,,windows 10,lithium ion,,,0.96,10.02,15.13,amd,,,,amd,True,,,4.74
B01MYX9TIR,"Apple MacBook Air MF068LL/A 13.3-Inch Flagship Laptop (Intel Core i7 Dual-Core 1.7GHz up to 3.3GHz, 8GB RAM, 512GB SSD, Wi-Fi, Bluetooth 4.0) (Renewed)",694.0,3.3 GHz core_i7,,2.0,DDR3 SDRAM,,False,1999.0,1481760000.0,13.3,1440.0,900.0,8.0,,512000000.0,SSD,,,apple,,,,i7,3.3,0.68,8.94,12.8,intel,512.0,,intel,intel,True,,,3.0
B01N092QN4,"HP 17.3"" Notebook 17-x137cl, Core i7-7500U, 16GB RAM, 2TB HDD, 4GB AMD R7 GPU",629.0,core_i7,,2.0,GDDR3,,False,2014.0,1477612800.0,17.3,,,16.0,2133.0,2000000000.0,HDD,,,hp,,windows 10,,i7,,1.0,11.6,16.4,intel,,,radeon,amd,False,black,1.0,6.8
B01N155FW2,"Dell 8H9GC Latitude 5580 Laptop, 15.6"" FHD, Intel Core i5-7440HQ, 8GB DDR4, 500GB Hard Drive, Windows 10 Pro",320.0,2.8 GHz,3.0,4.0,,serial ata,False,2003.0,1485388800.0,15.6,1920.0,1080.0,8.0,3800.0,500000000.0,HDD,,,dell,latitude,windows 10,lithium ion,,2.8,3.2,13.7,19.3,intel,,,,intel,True,black,1.0,7.15
B01N38BH1U,"Dell YCMK5 Latitude 5280 Laptop, 12.5"" HD, Intel Core i5-7300U, 8GB DDR4, 256GB Solid State Drive, Windows 10 Pro",1359.08,2.6 GHz,2.0,2.0,,,False,2003.0,1485475200.0,12.5,1366.0,768.0,8.0,3500.0,,SSD,,,dell,,windows 10,lithium ion,,2.6,2.9,11.0,17.0,intel,,,,intel,True,black,1.0,0.6625
B01N5FZHAQ,"Dell Professional Sleeve 13 - Protect Your Everyday Essentials and Laptop, Water Resistant (Heather Gray)",28.99,,,,,,False,,1482278400.0,13.0,,,,,,,,,dell,,,,,,1.0,9.25,12.88,,,,,,,gray,2.0,0.65625
B01N5XH704,"Asus C300MA 13.3 inch Chromebook Laptop, Intel N2830 2.16GHz Dual-Core, 4GB DDR3L, 16GB Solid State Drive SSD, 802.11n, Bluetooth, USB 3.0, HDMI, Chrome OS (Renewed)",149.95,2.16 GHz celeron,,2.0,DDR3 SDRAM,solid state,False,2008.0,1472601600.0,13.3,1366.0,768.0,4.0,2160.0,16000000.0,SSD,,,asus,,chrome os,lithium ion,celeron,2.16,0.9,9.1,13.0,intel,16.0,,intel,intel,True,,,3.08
B01N6V1X4E,"Dell 4G86P Latitude 5580 Laptop, 15.6"" FHD, Intel Core i7-7820HQ, 8GB DDR4, 256GB Solid State Drive, Windows 10 Pro",419.95,2.9 GHz,3.0,4.0,GDDR5,,False,2003.0,1485388800.0,15.6,1920.0,1080.0,8.0,3900.0,,SSD,,,dell,,windows 10,lithium ion,,2.9,3.18,13.58,19.38,intel,,,geforce,nvidia,False,black,1.0,6.6
B01N78JJNO,"Dell Inspiron i5565 15.6 FHD Laptop (7th Generation AMD A9-9400, 8GB RAM, 1 TB HDD windows 10)",439.99,2.9 GHz amd_a_series,,2.0,DDR3 SDRAM,serial ata,False,2014.0,1484697600.0,15.6,1366.0,768.0,8.0,,1000000000.0,HDD,,,dell,,windows 10,lithium ion,,2.9,0.95,10.25,14.9,amd,,,radeon,amd,False,,,5.14
B01N9MN13X,"HP Stream Notebook (Snow White) - 14-AX027CL - Intel Celeron, 4GB RAM, 32GB SSD (Renewed)",299.99,1 GHz Athlon_64_4200_plus,,1.0,DDR3 SDRAM,ata-4,True,2014.0,1483056000.0,14.0,,,4.0,1600.0,32000000.0,SSD,,10.0,hp,stream,windows 10,lithium metal,,1.0,0.7,8.9,13.3,intel,32.0,,intel,intel,True,white,1.0,3.15
B01NARL9AG,Dell Professional Sleeve 14 460-BCFM *Same as 460-BCFM*,21.0,,,,,,False,,1570233600.0,,,,,,,,,,,,,,,,1.97,11.42,13.78,,,,,,,,,0.7125
B01NC0R7DK,"ASUS C300SA-DS02 Chromebook 13.3"" HD with 16GB Storage & 4GB RAM (Certified Refurbished)",109.53,1.6 GHz celeron,,2.0,DDR3 SDRAM,,True,,1485907200.0,13.3,1366.0,768.0,4.0,1600.0,16000000.0,,,10.0,asus,,chrome os,lithium ion,celeron,1.6,,,,intel,,,,intel,True,black,1.0,2.99
B06VX5CN2S,HP Chromebook 11 G5 11.6 Chromebook with 4GB Memory 16GB Storage,69.99,1.1 GHz celeron_n,2.0,2.0,,solid state,False,1999.0,1506470400.0,11.6,1366.0,768.0,4.0,1600.0,,SSD,,,hp,,chrome os,lithium polymer,celeron,1.1,1.0,1.0,1.0,intel,,None,intel,intel,True,black,1.0,2.51
B06W9FBWL4,"Dell Latitude E5570 Laptop, 15.6 Inch HD Display (Intel Core 6th Generation i7-6600U, 16 GB DDR4, 256 GB SSD) Windows 10 Pro (Renewed)",242.95,2.6 GHz core_i7_6600u,3.0,2.0,DDR3 SDRAM,solid state,False,1999.0,1486598400.0,15.6,1366.0,768.0,16.0,2700.0,256000000.0,SSD,,,dell,latitude,windows 10,lithium ion,i7,2.6,1.0,9.9,14.8,intel,256.0,,intel,intel,True,,,4.6
B06WVY9SD8,Dell Latitude 7280 7000 12.5 inch FHD i7-7600U 16GB DDR4 256GB SSD Windows 10 Home,439.0,3.9 GHz intel_core_2_quad,,2.0,DDR4 SDRAM,solid state,False,2008.0,1522281600.0,12.5,,,8.0,3900.0,256000000.0,SSD,,,dell,latitude,windows 10,lithium ion,,3.9,0.83,8.27,12.6,intel,256.0,,intel,intel,True,,,2.6
B06X43T3JL,"ASUS Convertible 2-in-1 FHD 15.6"" Touchscreen Laptop, Intel Core i7-7500U, 12GB DDR4, 2TB HDD, Nvidia Geforce 940MX, 802.11AC, Bluetooth, USB Type C, 3 x USB 3.0, HDMI, Thunderbolt port",849.0,2.7 GHz core_i7,,2.0,SDRAM,serial ata,True,1999.0,1487721600.0,15.6,1920.0,1080.0,12.0,2133.0,2000000000.0,HDD,,,asus,,windows 10,lithium polymer,i7,2.7,0.7,9.9,14.9,,,,geforce,nvidia,False,black,6.0,5.0
B06X9DR1B8,Dell Chromebook 11 3180 83C80 11.6-Inch Traditional Laptop (Black),184.99,1.6 GHz celeron_n3060,2.0,2.0,,,False,2008.0,1487894400.0,11.6,1366.0,768.0,4.0,,16000000.0,SSD,,10.0,dell,,chrome os,lithium polymer,celeron,1.6,2.9,11.0,16.9,intel,,,intel,intel,True,black,1.0,4.4
B06X9QQ8YS,Dell Chromebook 11 3180 D44PV 11.6-Inch Traditional Laptop (Black),44.0,1.6 GHz,2.0,2.0,,,False,2003.0,1487894400.0,11.6,1366.0,768.0,2.0,,,SSD,,10.0,dell,,chrome os,,,1.6,2.9,11.0,16.8,intel,,,intel,intel,True,black,1.0,4.65
B06XC4WV99,"Dell Precision M5510 15.6"" Workstation Intel Core i7-6820HQ 3.6GHZ 32GB 512GB PCIe M.2 NVMe Class 50 Solid State Drive Windows 10 Professional WEBCAM (Renewed)",509.0,3.6 GHz core_i7,,1.0,DDR SDRAM,solid state,False,,1488153600.0,15.6,,,32.0,3600.0,512000000.0,SSD,,,dell,precision,windows 10,lithium ion,i7,3.6,2.75,12.5,20.5,intel,512.0,,nvidia,intel,False,,,3.39
B06XSZC11D,"[2017 Version] ASUS ZenBook UX330UA-AH5Q 13.3-inch QHD+ Ultra-Slim Laptop (Core i5 Processor, 8GB DDR3, 256GB SSD, Windows 10), Harman Kardon Audio, Backlit keyboard, Fingerprint Reader",1499.0,2.5 GHz core_i5,2.0,2.0,DDR3 SDRAM,solid state,False,1999.0,1490140800.0,13.3,3200.0,1800.0,8.0,3100.0,256000000.0,SSD,,12.0,asus,,windows 10,lithium ion,i5,2.5,0.5,8.7,12.7,intel,,None,intel,intel,True,,,2.6
B06XX3LYFG,"Apple MacBook Air MD760LL/A Intel Core i5-4250U X2 1.3GHz 4GB 256GB SSD 13.3in, Silver (Renewed)",257.0,1.3 GHz Core_i5_4250U,,2.0,DDR3 SDRAM,ata,True,1999.0,1490659200.0,13.3,1440.0,900.0,4.0,1300.0,256000000.0,SSD,,,apple,,macos,lithium polymer,i5,1.3,0.68,8.94,12.8,intel,,,intel,intel,True,silver,1.0,2.96
B06XX3YR8H,"Dell Latitude E5570 Intel Core i7-6820HQ X4 2.7GHz 8GB 256GB SSD, Black (Renewed)",245.0,2.7 GHz,,4.0,DDR3 SDRAM,solid state,True,1999.0,1490659200.0,15.6,1920.0,1080.0,8.0,2700.0,256000000.0,SSD,,8.0,dell,latitude,windows 10,,,2.7,1.0,9.9,14.8,intel,256.0,,intel,intel,True,,,4.61
B06XZ68DKR,"Dell PRM7710-4584 Precision 7710 Mobile Laptop, 17.3"" FHD, Intel Xeon E3-1505M v5, 32GB DDR4, 512GB Solid State Drive, Windows 10 Pro",2479.81,2.8 GHz,4.0,4.0,,,True,,1491004800.0,17.3,1920.0,1080.0,32.0,2800.0,,SSD,,,dell,precision,windows 10,lithium ion,,2.8,4.0,14.0,23.25,intel,,,,intel,False,black,1.0,10.0
B06Y1FJNYP,"Dell Latitude E6430 14.1 Inch Business Laptop computer, Intel Dual Core i7-3520M 2.9Ghz Processor, 16GB RAM, 240GB SSD, DVD, Rj-45, HDMI, Windows 10 Professional (Renewed)",244.9,2.9 GHz Core_i7_3520M,,2.0,DDR3 SDRAM,,False,1999.0,1491004800.0,14.0,1366.0,768.0,16.0,3600.0,240000000.0,SSD,,3.0,dell,,windows 10,lithium ion,i7,2.9,1.2,8.8,13.2,intel,,None,intel,intel,True,gray,1.0,4.0
B06Y3879V6,"Dell XPS9360-7697SLV-PUS XPS 13 9360 13.3"" Quad HD+ InfinityEdge Touch Notebook Computer, Intel Core i7-7560U, 16GB RAM, 512GB SSD, Windows 10 Home",989.0,core_i7,,1.0,,,False,2014.0,1491436800.0,13.3,,,16.0,,,SSD,,,dell,,windows 10,lithium ion,i7,,0.6,7.8,11.98,intel,,,,intel,True,,,2.7
B06ZYR562H,"Asus 2-in-1 15.6"" Touch-Screen FHD Laptop, Intel Core i7-7500U, 12GB DDR4 RAM, NVIDIA GeForce 940MX 2GB, 2TB HDD, Bluetooth, HDMI, Backlit keyboard, HD Webcam, Win10- Sandblasted black aluminum",871.99,2.7 GHz Core_i7_740QM,,2.0,WRAM,serial ata-300,True,2003.0,1495324800.0,15.6,,,12.0,3500.0,2000000000.0,HDD,,6.0,asus,,windows 10,lithium polymer,i7,2.7,0.9,10.0,15.0,intel,2000.0,,geforce,nvidia,False,,,5.1
B06ZZTXT6H,"Dell XPS 15 9560 4K UHD Touch (3840 x 2160) 7th Gen Intel i7-7700HQ Quad Core 1TB SSD, 32GB Ram Thounderbolt NVIDIA GTX 1050 Win 10 Pro Fingerprint Reader Plus Best Notebook Stylus",1199.0,,,4.0,DDR SDRAM,,False,2014.0,1484092800.0,15.6,,,32.0,3800.0,256000000.0,SSD,,,dell,xps,windows 10,lithium polymer,,,2.0,12.0,21.0,intel,1000.0,,geforce,nvidia,False,gray,1.0,3.97
B071VD2YVS,"Lenovo ThinkPad T470 Laptop with Intel Core i5-6300U Processor, 8GB DDR4 RAM, 180GB SSD, Black - 14"" - Black",191.0,2.4 GHz core_i5_family,3.0,1.0,,solid state,False,2003.0,1493769600.0,14.0,1920.0,1080.0,8.0,,256000000.0,SSD,,,lenovo,thinkpad,windows 10,lithium polymer,i5,2.4,0.8,9.2,13.3,intel,,None,intel,intel,True,black,1.0,3.6
B072F653PJ,"Dell Latitude 5480 Laptop, 14 Inch HD Anti-Glare Non-Touch Display, Intel Core 7th Generation i5-7300U, 8 GB DDR4, 256 GB SSD, Windows 10 Pro (Renewed)",199.0,3.5 GHz core_i5_7200u,,2.0,SDRAM,usb,False,2014.0,1494028800.0,14.0,1366.0,768.0,8.0,3500.0,256000000.0,SSD,,10.0,dell,latitude,windows 10,lithium ion,i5,3.5,0.88,9.0,13.1,intel,256.0,,intel,intel,True,black,1.0,3.5
B072JWVKZR,HP EliteBook Folio 9480M 14in Intel Core i7-4600U 2.1GHz 8GB 128GB SSD Windows 10 Professional (Renewed),349.99,2.1 GHz core_i7,,1.0,DDR3 SDRAM,solid state,False,,1496707200.0,14.0,1366.0,768.0,8.0,,256000000.0,SSD,,,hp,,windows 10,lithium ion,i7,2.1,0.75,9.1,13.3,intel,128.0,,intel,intel,True,silver,1.0,3.56
B072MQWVT1,"HP ProBook 6470B 14in HD Notebook High Performance Business Laptop Computer, Intel i5-3210M up to 3.1GHz, 8GB RAM, 128GB SSD, DVD, WiFi, Windows 10 Pro 64 Bit (Renewed)",234.4,2.6 GHz core_i5,,2.0,DDR3 SDRAM,solid state,False,1999.0,1486771200.0,14.0,1366.0,768.0,8.0,3100.0,256000000.0,SSD,,,hp,pro,windows 10,lithium ion,i5,2.6,1.3,9.1,13.3,intel,128.0,,intel,intel,True,gray,1.0,6.0
B0731M22ST,"HP Full HD IPS 15.6"" Notebook, Intel Core i7-7500U Processor, 16GB Memory, 1TB Hard Drive, 4GB DSC R7 M440 Graphics, Optical Drive, HD Webcam, Windows 10 Home",465.0,,,2.0,GDDR3,,False,2014.0,1495411200.0,15.6,1920.0,1080.0,16.0,2133.0,1000000000.0,,,7.0,hp,,windows 10,,,,1.0,10.0,15.0,intel,,,radeon,intel,False,,,4.83
B073Q2B974,"Dell Latitude E6530 15.6 Inch Business Laptop, Intel Core i5-3320M up to 3.3GHz, 8G DDR3, 500G, DVD, WiFi, VGA, HDMI, Win 10 Pro 64 Bit Multi-Language Support English/French/Spanish(Renewed)",229.08,15.6 GHz Core_i5_3320M,,2.0,DDR3 SDRAM,serial ata,False,,1593561600.0,15.6,,,8.0,,500000000.0,HDD,,,dell,latitude,,lithium ion,i5,15.6,1.34,10.16,15.12,intel,,,,intel,True,black,1.0,5.4
B073VFVQVV,DELL Precision M5520 Workstation Laptop FHD 1080P XEON E3-1505M v6 32GB RAM 1TB SSD Quadro M1200 4GB Win 10 Professional (Renewed),449.0,3 GHz Xeon,,4.0,GDDR5,,False,,1499644800.0,15.6,1920.0,1080.0,32.0,2400.0,1000000000.0,SSD,,,dell,precision,windows 10,lithium ion,,3.0,,,,intel,,,,nvidia,True,,,3.92
B0742H4TKY,"Lenovo FLEX 5 80XA0000US 14"" Laptop Computer (7th Gen Intel i5 7200U, 256GB SSD, 8GB DDR4, Win 10, Integrated Intel HD Graphics 620)",399.0,2.5 GHz core_i5,,1.0,,,False,2014.0,1498867200.0,14.0,1920.0,1080.0,,2400.0,,SSD,,7.0,lenovo,,windows 10,lithium polymer,i5,2.5,31.5,354.33,507.87,intel,256.0,,intel,intel,True,black,1.0,3.5
